*,"Data were collected for the time period beginning January 2018, but exclude several months during the onset of the COVID-19 pandemic (i.e., March 2020-August 2020). In some cases, the funded state did not provide CDC enough months of data to calculate percent change. Rates are suppressed when based on <20 overdoses, thus no percent change is available; for more information, please see: Healthy People 2010 Criteria for Data Suppression",,,,,,,,,,,,,,,,,,,,,,
§,The state does not share data from syndromic surveillance systems with DOSE.,,,,,,,,,,,,,,,,,,,,,,
¶,State does not participate in OD2A DOSE ED data sharing.,,,,,,,,,,,,,,,,,,,,,,
**,"Certain comparisons include data from two syndromic surveillance systems; some differences between the systems exist, such as the percent of missing discharge diagnosis codes.",,,,,,,,,,,,,,,,,,,,,,
state,geo,stateSymbol,dataSymbol,startYear,startMonth,endYear,endMonth,allPercentageChange,opioidPercentageChange,heroinPercentageChange,stimulantPercentageChange,allIsSignificant,opioidIsSignificant,heroinIsSignificant,stimulantIsSignificant,allSignificance,opioidSignificance,heroinSignificance,stimulantSignificance,sex,ageRange,state_count,comparisonType
IA,US-IA,§,,2021,8,2021,9,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthIA
IA,US-IA,§,,2021,9,2021,10,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthIA
IA,US-IA,§,,2021,10,2021,11,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthIA
IA,US-IA,§,,2021,11,2021,12,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthIA
IA,US-IA,§,,2021,12,2022,1,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthIA
IA,US-IA,§,,2022,1,2022,2,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthIA
IA,US-IA,§,,2022,2,2022,3,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthIA
ID,US-ID,,,2018,1,2018,2,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2018,2,2018,3,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2018,3,2018,4,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2018,4,2018,5,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2018,5,2018,6,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2018,6,2018,7,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2018,7,2018,8,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2018,8,2018,9,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2018,9,2018,10,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2018,10,2018,11,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2018,11,2018,12,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2018,12,2019,1,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2019,1,2019,2,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2019,2,2019,3,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2019,3,2019,4,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2019,4,2019,5,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,,2019,5,2019,6,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2019,6,2019,7,missing,missing,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2019,7,2019,8,-3.51,-25.35,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2019,8,2019,9,3.77,1.43,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2019,9,2019,10,8.41,18.28,suppressed,-1.01,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,No Significant Change,all,all,1,7Month2MonthID
ID,US-ID,,*,2019,10,2019,11,-5.78,-24.67,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2019,11,2019,12,-14.21,-4.67,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2019,12,2020,1,24.85,29.48,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Increase,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2020,1,2020,2,-6.19,0.1,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2020,2,2020,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2020,3,2020,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2020,4,2020,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2020,5,2020,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2020,6,2020,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2020,7,2020,8,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2020,8,2020,9,-2.33,-17.18,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2020,9,2020,10,1.52,-6.54,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2020,10,2020,11,5.15,4.56,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2020,11,2020,12,2.41,2.44,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2020,12,2021,1,4.07,30.71,suppressed,-2.34,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,No Significant Change,all,all,1,7Month2MonthID
ID,US-ID,,*,2021,1,2021,2,-2.52,-26.96,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2021,2,2021,3,0.5,17.08,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2021,3,2021,4,-3.82,5.79,suppressed,-7.89,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,No Significant Change,all,all,1,7Month2MonthID
ID,US-ID,,*,2021,4,2021,5,1.54,18.54,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2021,5,2021,6,-0.47,1.38,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2021,6,2021,7,-6.23,-15.44,suppressed,-19.21,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,No Significant Change,all,all,1,7Month2MonthID
ID,US-ID,,*,2021,7,2021,8,-8.37,-19.2,suppressed,-0.19,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,No Significant Change,all,all,1,7Month2MonthID
ID,US-ID,,*,2021,8,2021,9,5.79,40.77,suppressed,8.77,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Increase,Data Not Available/Not Reported,No Significant Change,all,all,1,7Month2MonthID
ID,US-ID,,*,2021,9,2021,10,1.4,-30.52,suppressed,suppressed,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2021,10,2021,11,4.99,12.56,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2021,11,2021,12,-7.79,18.45,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2021,12,2022,1,-7.31,-1.99,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2022,1,2022,2,22.61,-9.1,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Increase,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
ID,US-ID,,*,2022,2,2022,3,-20.43,-51.51,suppressed,suppressed,TRUE,TRUE,FALSE,FALSE,Significant Decrease,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthID
IL,US-IL,,,2018,1,2018,2,8.08,18.27,22.71,22.11,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2018,2,2018,3,7.56,5.84,4.4,33.43,TRUE,FALSE,FALSE,TRUE,Significant Increase,No Significant Change,No Significant Change,Significant Increase,all,all,1,7Month2MonthIL
IL,US-IL,,,2018,3,2018,4,-6.32,-10.06,-13.67,-21.82,TRUE,TRUE,TRUE,TRUE,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,all,all,1,7Month2MonthIL
IL,US-IL,,,2018,4,2018,5,9.47,14.96,21.43,24.44,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2018,5,2018,6,-2.96,0.48,2.04,-26.36,FALSE,FALSE,FALSE,TRUE,No Significant Change,No Significant Change,No Significant Change,Significant Decrease,all,all,1,7Month2MonthIL
IL,US-IL,,,2018,6,2018,7,-3.15,-8.14,-14.55,23.43,FALSE,TRUE,TRUE,FALSE,No Significant Change,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2018,7,2018,8,9.39,20.19,33.2,2.72,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2018,8,2018,9,-2.58,-6.1,-7.07,0.98,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2018,9,2018,10,8.79,16.81,14.78,-6.33,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2018,10,2018,11,-8.99,-15.89,-23.6,6.67,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2018,11,2018,12,-3.83,2.68,-0.4,0.6,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2018,12,2019,1,-6.17,-13.34,-14.39,-10.54,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2019,1,2019,2,7.33,7.99,10.44,0.8,TRUE,FALSE,FALSE,FALSE,Significant Increase,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2019,2,2019,3,-5.12,-4.15,-1.57,-7.01,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2019,3,2019,4,9.54,13.24,14.65,24.13,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2019,4,2019,5,7.56,9.95,15.22,4.53,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2019,5,2019,6,2.5,1.14,3.2,-12.49,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2019,6,2019,7,3.24,8.84,11.1,13.57,FALSE,TRUE,TRUE,FALSE,No Significant Change,Significant Increase,Significant Increase,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2019,7,2019,8,0.12,2.18,-1.23,-1.61,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2019,8,2019,9,-2.2,-6.48,-7.36,10.2,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Decrease,No Significant Change,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2019,9,2019,10,-1.41,-1.21,-5.5,-13.44,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2019,10,2019,11,-1.58,-3.06,4.55,-5.12,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2019,11,2019,12,-4.61,-0.14,-4.71,-6.78,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2019,12,2020,1,6.81,10.97,22.77,-8.82,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,,2020,1,2020,2,9.3,11.49,15.45,18.4,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,7Month2MonthIL
IL,US-IL,,*,2020,2,2020,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthIL
IL,US-IL,,*,2020,3,2020,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthIL
IL,US-IL,,*,2020,4,2020,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthIL
IL,US-IL,,*,2020,5,2020,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthIL
IL,US-IL,,*,2020,6,2020,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthIL
IL,US-IL,,*,2020,7,2020,8,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthIL
